event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,hashtag,tag
75,#ตีนดอยjoinชุมนุม,1,1,,2563-02-27,"
มหาวิทยาลัยเทคโนโลยีราชมงคล
ล้านนา วิทยาเขตภาคพายัพ 
จ.เชียงใหม่",เรียกร้องให้นายกรัฐมนตรีลาออกและยุบสภา,"ข้อเรียกร้อง
-ให้นายกรัฐมนตรีลาออก 
-ให้ทำการยุบสภาเพื่อเลือกตั้งใหม่",,#ตีนดอยjoinชุมนุม,-
76,#อิงโขงไม่อิงเผด็จการ,1,1,,2563-02-27,"
คณะศิลปศาสตร์ มหาวิทยาลัย
นครพนม จ.นครพนม","วิจารณ์การทำงานและขับไล่รัฐบาลและแสดงความคิดเห็นต่อศาลรัฐธรรมนูญกรณี
ตัดสินยุบพรรคอนาคตใหม่",-,,#อิงโขงไม่อิงเผด็จการ,-
77,#เด็กSNRUร่วมสู้อยุติธรรม,1,1,,2563-02-27,"
มหาวิทยาลัยราชภัฎสกลนคร
 จ.สกลนคร",ขับไล่รัฐบาลและทวงคืนประชาธิปไตย,-,,#เด็กSNRUร่วมสู้อยุติธรรม,-
78,#KUหน้าทะเลหลังเขาไม่เอาลุง,1,1,,2563-02-27,"มหาวิทยาลัยเกษตรศาสตร์
 วิทยาเขตศรีราชา จ.ชลบุรี",เพื่อแสดงความไม่เห็นด้วยกรณีมีการยุบพรรคอนาคตใหม่,-,,#KUหน้าทะเลหลังเขาไม่เอาลุง,-
79,"กิจกรรมชูป้ายของนักศึกษามหาวิทยาลัย
สงขลานครินทร์ วิทยาเขตสุราษฎร์ธานี",1,1,,2563-02-27,"
มหาวิทยาลัยสงขลานครินทร์
 วิทยาเขตสุราษฎร์ธานี จ.สุราษฎร์ธานี",-,-,,-,-
80,#ฝุ่น6ล้านหรือจะสู้ท่าน9เสียง,1,1,,2563-02-27,"มหาวิทยาลัยสงขลานครินทร์ 
จ.สงขลา",เรียกร้องประชาธิปไตย,-,,#ฝุ่น6ล้านหรือจะสู้ท่าน9เสียง,-
81,กิจกรรมจุดเทียนทวงคืนอนาคต,1,1,,2563-02-27,"
มหาวิทยาลัยเทคโนโลยี
ราชมงคลอีสาน วิทยาเขตสุรินทร์ 
จ.สุรินทร์","แสดงความไม่พอใจกับการบริหารประเทศของรัฐบาล และคำตัดสินของ
ศาลรัฐธรรมนูญที่ให้ยุบพรรคอนาคตใหม่

",-,,-,-
82,#สระแก้วทนไม่ไหว,1,1,,2563-02-27,"
พระสยามเทวาธิราชจำลอง
 อำเภออรัญประเทศ จ.สระแก้ว",-,"ข้อเรียกร้อง 3 ข้อ คือ
 1. ขอให้รัฐบาลยุบสภา
 2. ให้รัฐบาลหยุดคุกคามคนเห็นต่าง 
 3. เรียกร้องให้ร่างรัฐธรรมนูญขึ้นมาใหม่",,#สระแก้วทนไม่ไหว,-
83,แฟลชม็อบพระจอมเกล้าไม่เอาเผด็จการ,1,1,,2563-02-27,"
มหาวิทยาลัยเทคโนโลยี
พระจอมเกล้าพระนครเหนือ 
วิทยาเขตปราจีนบุรี จ.ปราจีนบุรี","-แสดงจุดยืนต่อต้านเผด็จการ เรียกร้องประชาธิปไตยและแก้ไขรัฐธรรมนูญให้
เกิดความเป็นธรรมกับทุกฝ่าย",-,,"แฟลชม็อบพระจอมเกล้า
ไม่เอาเผด็จการ",-
84,#ประชาธิปไตยจะเบ่งบานบนลานดาว,1,1,,2563-02-27,"
มหาวิทยาลัยแม่ฟ้าหลวง จ.เชียงราย",-เรียกร้องประชาธิปไตยและขับไล่รัฐบาล,-,,"#ประชาธิปไตยจะเบ่งบาน
บนลานดาว",-
85,ติดป้ายผ้าเรียกร้องประชาธิปไตย,1,1,,2563-02-28,"
โรงเรียนนวมินทราชินูทิศ หอวัง 
นนทบุรี จ.นนทบุรี",เรียกร้องประชาธิปไตยที่แท้จริง,-,,"
โรงเรียนนวมินทราชินูทิศ หอวัง
 นนทบุรี จ.นนทบุรี",-
86,#จันรีไม่รอกู้เดี๋ยวสู้เอง,1,1,,2563-02-28,"
สนามสามเหลี่ยมทุ่งนาเชย จ.จันทบุรี",แสดงจุดยืนต่อการใช้อำนาจที่ไม่ชอบธรรมของรัฐบาล,-,,#จันรีไม่รอกู้เดี๋ยวสู้เอง,-
87,#บักขามบ่มักสลิ่ม,1,1,,2563-02-28,"
มหาวิทยาลัยราชภัฏเพชรบูรณ์
 จ.เพชรบูรณ์",เรียกร้องให้แก้รัฐธรรมนูญและยุบสภาจัดการเลือกตั้งใหม่,-,,#บักขามบ่มักสลิ่ม,-
88,#ดอกกระเจียวจะเบ่งบานที่ลานน้ำพุ,1,1,,2563-02-28,"
มหาวิทยาลัยราชภัฏชัยภูมิ จ.ชัยภูมิ",ขับไล่รัฐบาล,-,,#ดอกกระเจียวจะเบ่งบานที่ลานน้ำพุ,-
89,"#อยู่ข้างทำเนียบไม่เงียบได้ไง 
#ราชมงคลจะไม่ทนอีกต่อไป",1,1,,2563-02-28,"
มหาวิทยาลัยเทคโนโลยี
ราชมงคลพระนคร จ.กรุงเทพมหานคร",แสดงความไม่เห็นด้วยกับการบริหารงานของรัฐบาล,-,,"#อยู่ข้างทำเนียบไม่เงียบได้ไง
 #ราชมงคลจะไม่ทนอีกต่อไป",-
90,"BSRU FLASH MOB 
#อิสรภาพไม่ได้เป็นแค่ชื่อถนน",1,1,,2563-02-28,"
มหาวิทยาลัยราชภัฏบ้านสมเด็จ
เจ้าพระยา จ.กรุงเทพมหานคร",วิจารณ์การทำงานของรัฐบาลและศาลรัฐธรรมนูญ,-,,#อิสรภาพไม่ได้เป็นแค่ชื่อถนน,-
91,#ฟ้ามุ่ยไม่คุยกับเผด็จการ,1,1,,2563-02-28,"
ลานสมเด็จพระนเรศวรมหาราช 
มหาวิทยาลัยพะเยา จ.พะเยา",เรียกร้องให้รัฐบาลลาออก,-การเรียกร้องให้รัฐบาลลาออก,,#ฟ้ามุ่ยไม่คุยกับเผด็จการ,-
92,#ศอนอไม่พอใจเผด็จการ,1,1,,2563-02-28,"
โรงเรียนศึกษานารี จ.กรุงเทพมหานคร",เพื่อร่วมแสดงออกทางการเมืองและวิจารณ์การทำงานของรัฐบาล,-,,#ศอนอไม่พอใจเผด็จการ,-
93,#คืนสู้เหย้าไม่เอาไอโอ(ชา),1,1,,2563-02-29,"
หอประชุมใหญ่ 
มหาวิทยาลัยเกษตรศาสตร์ 
บางเขน จ.กรุงเทพมหานคร",วิจารณ์การทำงานและขับไล่รัฐบาล,-,,#คืนสู้เหย้าไม่เอาไอโอ(ชา),-
94,"กิจกรรมถือป้าย “ไม่เอาเผด็จการ 
ต้องการประชาธิปไตย”",1,1,,2563-02-29,"
อนุสาวรีย์ท้าวสุรนารี จ.นครราชสีมา",-,-,,-,-
95,#เสลาออกจากกะลา,1,1,,2563-03-01,มหาวิทยาลัยนเรศวร จ.พิษณุโลก,วิจารณ์การทำงานของรัฐบาลและศาลรัฐธรรมนูญตัดสินยุบพรรคอนาคตใหม่,-,,-,-
96,#เด็กระยองไม่สลิ่มฮิ,1,1,,2563-03-01,"หอนาฬิกา เทศบันเทิงพลาซ่า 
จ.ระยอง",แสดงจุดยืนต่อต้านอำนาจเผด็จการและการคุกคามประชาชนทุกรูปแบบ,เพื่อเรียกร้องความเป็นธรรมในการบังคับใช้กฏหมายอย่างเท่าเทียม ,,-,-
97,#ประชาชนไล่หัวหน้าio,1,1,,2563-03-01,"
สี่แยกราชประสงค์ จ.กรุงเทพมหานคร",-,เรียกร้องให้นายกรัฐมนตรีลาออก,, #ประชาชนไล่หัวหน้าio,-
98,#เด็กตรังไม่ชังชาติแต่ชังเผด็จการ,1,1,,2563-03-01,"
สวนสาธารณะสวนทับเที่ยง จ.ตรัง",-,เพื่อเรียกร้องประชาธิปไตย,,#เด็กตรังไม่ชังชาติแต่ชังเผด็จการ,-
99,"แฟลชม็อบ ""ใครฆ่าประชาธิปไตย""",1,1,,2563-03-02,"
มหาวิทยาลัยราชภัฏพระนครศรีอยุธยา 
จ.พระนครศรีอยุธยา",วิจารณ์การทำงานและไล่รัฐบาล,-,,-,-
100,#มรย_ขออยู่เคียงข้างประชาชน,1,1,,2563-03-02,"
มหาวิทยาลัยราชภัฎยะลา จ.ยะลา",แสดงจุดยืนไม่เอาเผด็จการ,,,-,-
101,#สิงห์สี่แควอยากงัดกับสลิ่ม,1,1,,2563-03-02,"
มหาวิทยาลัยราชภัฏนครสวรรค์
 จ.นครสวรรค์",เรียกร้องประชาธิปไตยกลับคืนมา,เรียกร้องประชาธิปไตยกลับคืนมา,,#สิงห์สี่แควอยากงัดกับสลิ่ม,-
102,#มอดังย่านบางนาโบกมือลาของหวานสามสี,1,1,,2563-03-02,"
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ 
จ.สมุทรปราการ",-,-,,"#มอดังย่านบางนาโบกมือลา
ของหวานสามสี",-
103,เต้น ไล่ (ไข) มัน! #มอเวียงบัวไม่กลัวสลิ่ม,1,1,,2563-03-02,"
มหาวิทยาลัยราชภัฏเชียงใหม่ จ.เชียงใหม่",-,-,,#มอเวียงบัวไม่กลัวสลิ่ม,-
104,#นิสิตหนึ่งเดียว_ณ_แดนใต้_อยากไฝว้เผด็จการ,1,1,,2563-03-04,มหาวิทยาลัยทักษิณ จ.สงขลา,-,-,,"#นิสิตหนึ่งเดียว_ณ_แดนใต้_
อยากไฝว้เผด็จการ",-
105,#ชาวประเวศเนรเทศเผด็จการ,1,1,,2563-03-04,"
มหาวิทยาลัยรามคำแหง
 วิทยาเขตบางนา จ.กรุงเทพมหานคร",-,-,,#ชาวประเวศเนรเทศเผด็จการ,-
106,#ลูกช้างไม่ทนขอชนเผด็จการ,1,1,,2563-03-06,"ศาลาธรรม มหาวิทยาลัยเชียงใหม่ 
จ.เชียงใหม่",-,"-เรียกร้องให้นายกรัฐมนตรีลาออก
-ให้ยุบสภา
-ร่างรัฐธรรมนูญฉบับใหม่
-การกระจายอำนาจสู่ท้องถิ่น
-เรียกร้องให้ทางมหาวิทยาลัยคุ้มครองเสรีภาพในการแสดงออกของนักศึกษา",,#ลูกช้างไม่ทนขอชนเผด็จการ,-
107,#พอกันทีมอย่านอินใจมีจะไม่ทน,1,1,,2563-03-06,"
มหาวิทยาลัยราชภัฎอุตรดิตถ์ จ.อุตรดิตถ์",-,-,,#พอกันทีมอย่านอินใจมีจะไม่ทน,-
108,เยี่ยมบ้านงูเห่า,1,1,,2563-03-07,"
หน้าบ้านของเอกการ ซื่อทรงธรรม
 จ.แพร่",-การย้ายข้างเพื่อผลประโยชน์ทางการเมือง,เรียกร้องให้เอกการลาออกจากตำแหน่ง ส.ส.,,-,#งูเห่า
109,ปิดเทอมใหญ่ ซ้อมไล่เผด็จการ music fest,1,1,,2563-03-10,"มหาวิทยาลัยรามคำแหง
 จ.กรุงเทพมหานคร",-เรียกร้องให้นายกรัฐมนตรีลาออก,"-เรียกร้องให้นายกรัฐมนตรีลาออก
",,-,-
110,#ภูเขียวจะไม่ทน,1,1,,2563-03-13,"
อนุสาวรีย์ประชาธิปไตยภูเขียว จ.ชัยภูมิ",เรียกร้องให้รัฐบาลยุบสภาและร่างรัฐธรรมนูญใหม่,เรียกร้องให้รัฐบาลยุบสภาและร่างรัฐธรรมนูญใหม่,,#ภูเขียวจะไม่ทน,-
111,"เดินเท้าไปรัฐสภา ยื่นข้อเสนอในการ
แก้ไขรัฐธรรมนูญ 2560",1,1,,2563-03-13,"
จาก สถานีรถไฟฟ้า MRT กำแพงเพชร 
ทางออกที่ 1 จ.กรุงเทพมหานคร 
ไปยัง รัฐสภา เกียกกาย จ.กรุงเทพมหานคร",แสดงจุดยืนและเรียกร้องให้มีการแก้ไขรัฐธรรมนูญ 2560,แสดงจุดยืนและเรียกร้องให้มีการแก้ไขรัฐธรรมนูญ 2560,,-,-
112,"การปราศรัยของนักศึกษารัฐศาสตร์ 
มหาวิทยาลัยอุบลราชธานี",1,1,,2563-03-13,"
มหาวิทยาลัยอุบลราชธานี 
จ.อุบลราชธานี",เรียกร้องให้ร่างรัฐธรรมนูญใหม่,เรียกร้องให้ร่างรัฐธรรมนูญใหม่,,-,-
113,#ขอนแก่นพอกันที,1,1,,2563-03-14,"
มหาวิทยาลัยขอนแก่น จ.ขอนแก่น",-,"ข้อเรียกร้องสามข้อ 
หนึ่ง ร่างรัฐธรรมนูญใหม่โดยต้องมีที่มาจากประชาชน
สอง ยุบสภาและให้มีการเลือกตั้งใหม่ภายใต้กติกาที่เป็นธรรม 
สาม ยุติบทบาทของวุฒิสภา รวมไปถึงการยุติบทบาทขององค์กรอิสระที่สรรหาแต่งตั้งโดยคสช.",,#ขอนแก่นพอกันที,-
114,"การชุมนุมของ
เยาวชนปลดแอก",0,,,18-07-2563,"อนุสาวรีย์
ประชาธิปไตย
จ.กรุงเทพมหานคร","สาเหตุ : 
- จากกรณีที่พบว่าในสถานการณ์ที่ 
Covid-19 กำลังระบาด รัฐบาล
ปล่อยปะละเลยให้กลุ่มทหารอียิปต์
เข้ามาพำนักที่จ.ระยอง โดย 1 ในนั้น
มีเชื้อ Covid-19 อยู่  
- ปัญหาเผด็จการที่ฝั่งรากลึก 
เช่น การถูกจับ,การปลูกฝัง
ผ่านระบบการศึกษา/เรียนการสอน 
","ข้อเรียกร้อง 3 ข้อ
1.รัฐบาลต้อง ‘หยุดคุกคามประชาชน’
 ที่ออกมาใช้สิทธิและเสรีภาพตามหลักการประชาธิปไตย
2.รัฐบาลต้อง ‘ร่างรัฐธรรมนูญใหม่’ ที่มาจากเจตจำนงของประชาชน 
เพื่อประโยชน์แก่สาธารณชนอย่างแท้จริง
3.รัฐบาลต้อง ‘ยุบสภา’ เพื่อเป็นการเปิดทางให้ประชาชนสามารถแสดง
เจตจำนงในการเลือกผู้แทนของตนได้อีกครั้ง
บนหลักของ 2 จุดยืนคือ
- ต้องไม่มีการทำรัฐประหาร
- ต้องไม่มีการจัดตั้งรัฐบาลแห่งชาติ 
1 ความฝัน หวังให้เกิดขึ้นในประเทศไทยคือ การมี ‘ระบอบประชาธิปไตย
ที่มีพระมหากษัตริย์อยู่ภายใต้รัฐธรรมนูญ’ อย่างแท้จริง 
",,#เยาวชนปลดแอก,"#หยุดคุกคามประชาชน
#เยาวชนปลดแอก 
#ม็อบไม่มุ้งมิ้งแต่ตุ้งติ้งค่ะคุณรัฐบาล
 #ม็อบแฮมทาโร่ 
#ธรรมศาสตร์จะไม่ทน 
#ขีดเส้นตายไล่เผด็จการ 
#19กันยาทวงอํานาจคืนราษฏร
 (#19กันยาทวงอํานาจคืนราษฎร)
#ให้มันจบที่รุ่นเรา"
115,#ระยองไม่ทนคนระยำ,114,,,2563-07-18,"
ลานหอนาฬิกา จังหวัดระยอง จ.ระยอง","สาเหตุ : 
- จากกรณีที่พบว่าในสถานการณ์ที่ 
Covid-19 กำลังระบาด รัฐบาล
ปล่อยปะละเลยให้กลุ่มทหารอียิปต์
เข้ามาพำนักที่จ.ระยอง โดย 1 ในนั้น
มีเชื้อ Covid-19 อยู่  
- ปัญหาเผด็จการที่ฝั่งรากลึก 
เช่น การถูกจับ,การปลูกฝัง
ผ่านระบบการศึกษา/เรียนการสอน ","ข้อเรียกร้อง
1.เรียกร้องให้รัฐบาลแก้ไขรัฐธรรมนูญ
2.เรียกร้องให้ยุบสภา
3.เรียกร้องให้หยุดคุกคามประชาชน",,#ระยองไม่ทนคนระยำ,-
116,#คนเชียงใหม่จะไม่ทนtoo,114,,,2563-07-19,"
บริเวณประตูท่าแพ จ.เชียงใหม่ ",,"ข้อเรียกร้อง
1.เรียกร้องให้รัฐบาลแก้ไขรัฐธรรมนูญ
2.เรียกร้องให้ยุบสภา
3.เรียกร้องให้หยุดคุกคามประชาชน",,,
,,,,,,,,,,,
3.1,#ถ้าไม่สู้ก็อยู่อย่างทาส,114,,,08-08-2563,"สกายวอล์คปทุมวัน 
จ.กรุงเทพมหานคร",,"ข้อเรียกร้อง 
1.เรียกร้องให้มีการร่างรัฐธรรมนูญใหม่ 
2.ยุบสภาและหยุดคุกคามประชาชน
โดยมีจุดยืนระหว่างการดำเนินการคือ ไม่รัฐประหารและไม่เอารัฐบาลแห่งชาติ",,,
4.1,#ธรรมศาสตร์จะไม่ทน,,,,10-08-2563,"ลานพญานาค
จ.ปทุมธานี
มหาวิทยาลัย
ธรรมศาสตร์
รังสิต","- โจมตีขับไล่รัฐบาล

- สนับสนุนข้อเรียกร้องของคณะประชาชนปลดแอก คือ หยุดคุกคามประชาชน แก้ไขรัฐธรรมนูญ  และการยุบสภา  

- ปฏิรูปสถาบันพระมหากษัตริย์","ข้อเรียกร้อง
1.แก้รัฐธรรมนูญ 
2.ยุบสภา
3.หยุดคุกคามประชาชน (เหมือนเยาวชนปลดแอก)

แถลงการณ์เรียกร้องเกี่ยวกับสถาบันกษัตริย์ 10 ข้อ
ข้อเรียกร้องให้มีการแก้ไขปัญหาว่าด้วยสถาบันกษัตริย์ ดังนี้

1. ยกเลิกมาตรา 6 ของรัฐธรรมนูญ ที่ว่าผู้ใดจะกล่าวหาฟ้องร้องกษัตริย์มิได้ 
แล้วเพิ่มบทบัญญัติให้สภาผู้แทนราษฎรสามารถพิจารณาความผิดของกษัตริย์ได้ 
เช่นเดียวกับที่เคยบัญญัติไว้ในรัฐธรรมนูญฉบับคณะราษฎร

2. ยกเลิกประมวลกฎหมายอาญา มาตรา 112 รวมถึงเปิดให้ประชาชนได้ใช้เสรีภาพ
แสดงความคิดเห็นต่อสถาบันกษัตริย์ได้ และนิรโทษกรรมผู้ถูกดำเนินคดีเพราะวิพากษ์วิจารณ์
สถาบันกษัตริย์ทุกคน

3. ยกเลิก พ.ร.บ.จัดระเบียบทรัพย์สินส่วนพระมหากษัตริย์ พ.ศ.2561 และให้แบ่งทรัพย์สิน
ออกเป็นทรัพย์สินส่วนพระมหากษัตริย์ที่อยู่ภายใต้การควบคุมของกระทรวงการคลัง 
และทรัพย์สินส่วนพระองค์ที่ของส่วนตัวของกษัตริย์อย่างชัดเจน

4. ตัดลดงบประมาณแผ่นดินที่จัดสรรให้กับสถาบันกษัตริย์ให้สอดคล้องกับสภาวะเศรษฐกิจ
ของประเทศ

5. ยกเลิกส่วนราชการในพระองค์ หน่วยงานที่มีหน้าที่ชัดเจน เช่น หน่วยบัญชาการถวายความปลอดภัยรักษาพระองค์ให้ย้ายไปสังกัดหน่วยงานอื่น และหน่วยงานที่ไม่มีความจำเป็น เช่น 
คณะองคมนตรี ให้ยกเลิก

6. ยกเลิกการบริจาคและรับบริจาคโดยเสด็จพระราชกุศลทั้งหมด เพื่อกำกับให้การเงินของ
สถาบันกษัตริย์อยู่ภายใต้การตรวจสอบทั้งหมด

7. ยกเลิกพระราชอำนาจในการแสดงความคิดเห็นทางการเมืองในที่สาธารณะ

8. ยกเลิกการประชาสัมพันธ์และการให้การศึกษาที่เชิดชูสถาบันกษัตริย์แต่เพียงด้านเดียว
จนเกินงามทั้งหมด

9. สืบหาความจริงเกี่ยวกับการสังหารเข่นฆ่าราษฎรที่วิพากษ์วิจารณ์หรือมีความเกี่ยวข้องใดๆ 
เกี่ยวกับสถาบันกษัตริย์

10. ห้ามมิให้ลงพระปรมาภิไธยรับรองการรัฐประหารครั้งใดอีก

",,,
5.1,#เลิกเรียนไปกระทรวง,114,,,20-08-2563,"หน้ากระทรวง
ศึกษาธิการ
จ.กรุงเทพมหานคร","กิจกรรมในวันนี้จัดขึ้นเพื่อปกป้องสิทธิ
ของเพื่อน ๆ ในสถานศึกษาต่าง ๆ 
หลังได้รับการร้องเรียนว่ามีนักเรียน
ถูกข่มขู่คุกคามเกือบ 100 กรณี 
จากการจัดกิจกรรม ""ชู 3 
นิ้วขณะเคารพธงชาติ"" 
ที่โรงเรียนของตนเองตั้งแต่วันที่ 17 ส.ค.
","ข้อเรียกร้อง
1.แก้ไขรัฐธรรมนูญ
2.ยุบสภา
3.หยุดคุกคามประชาชน
",,#โบว์ขาวต้นเผด็จการ,"#โบว์ขาวต้านเผด็จการ
#ให้มันจบที่รุ่นเรา"
6.1,#หนูรู้หนูมันเลว,5.1,,,2563-09-05,"
กระทรวงศึกษาธิการ   
จ.กรุงเทพมหานคร",ระเบียบและการศึกษาที่ล้าหลัง,"เรียกร้องให้หยุดคุกคามนักเรียน, ยกเลิกกฎระเบียบล้าหลังและปฏิรูปการศึกษา
โดยมีเงื่อนไขคือ หากทำไม่ได้ก็ขอให้รัฐมนตรีว่าการกระทรวงศึกษาธิการลาออกไป",,#หนูรู้หนูมันเลว,"#โบว์ขาวต้นเผด็จการ
#หนูรู้หนูมันเลว
#นักเรียนเลว"
,,,,,,,,,,,
*,ศาลรัฐธรรมนูญวินิจฉัย ยุบพรรคอนาคตใหม่ และตัดสิทธิทางการเมืองกรรมการบริหารพรรค (กก.บห.) เป็นเวลา 10 ปี,,,,21-02-2563,ศาลรัฐธรรมนูญ,,,,,
,,,,,,,,,,,
**,บันทึกข้อมูลการชุมนุมของนักเรียน นิสิต นักศึกษาและประชาชน ตั้งแต่วันที่ 22 กุมภาพันธ์ 2563,,,,,,https://freedom.ilaw.or.th/node/801,,,,
