event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,hashtag,tag
13/1,"ม็อบเสื้อเหลือง #21ตุลา (ตัวแทนกลุ่มลูกพ่อขุนเทิดทูนสถาบันพระมหากษัตริย์, กลุ่มอาชีวะช่วยชาติ กลุ่มศิษย์เก่าราชภัฏ และกลุ่มภาคีเครือข่ายเพื่อปกป้องสถาบันพระมหากษัตริย์)",4,2,2,21-10-2563,ลานพ่อขุนรามคำแหง มหาวิทยาลัยรามคำแหง,"https://www.prachachat.net/politics/news-541943

",,,,
13/2,ม็อบเสื้อเหลือง #21ตุลา,4,2,2,21-10-2563,"อ. สุไหงโก-ลก 
จังหวัดนราธิวาส",https://www.prachachat.net/politics/news-541943,,,,
13/3,ม็อบเสื้อเหลือง #21ตุลา,4,2,2,21-10-2563,"อำเภอถลาง 
จังหวัดภูเก็ต","https://www.prachachat.net/politics/news-541943
https://mgronline.com/south/detail/9630000107454

การแสดงออกในเชิงสัญลักษณ์ในการร่วมกันปกป้องสถาบันพระมหากษัตริย์",,,,
13/4,ม็อบเสื้อเหลือง #21ตุลา,4,2,2,21-10-2563,หน้าอำเภอเมืองสมุทรปราการ,https://www.prachachat.net/politics/news-541943,,,,
13/5,ม็อบเสื้อเหลือง #21ตุลา,4,2,2,21-10-2563,"บริเวณสวนเฉลิมพระเกียรติฯ 
จังหวัดสุรินทร์","แสดงพลังปกป้องสถาบันพระมหากษัตริย์

https://www.facebook.com/prsurin2/posts/1309624626059274/",,,,
13/6,"""กลุ่มคนลำปางรักในหลวง"" ร่วมแสดงเชิงสัญลักษณ์ปกป้องสถาบันฯ",4,2,2,21-10-2563,บริเวณสวนสาธารณะ ห้าแหกหอนาฬิกา ข่วงนคร เทศบาลนครลำปาง," ร่วมแสดงเชิงสัญลักษณ์ปกป้องสถาบันฯ อ่านแถลงการณ์ และร่วมกันร้องเพลงสรรเสริญพระบารมี

https://news.thaipbs.or.th/content/297618",,,,
13/7,กำนัน ผู้ใหญ่บ้าน ร่วมกันแสดงเจตนารมณ์ปกป้องสถาบันชาติ,4,2,2,21-10-2563,หน้าที่ว่าการอำเภอพระนครศรีอยุธยา,"ยื่นหนังสือให้กับนายบดินทร์ เกษมศานติ์ นายอำเภอพระนครศรีอยุธยา เพื่อแสดงจุดยืนปกป้องสถาบันชาติ ศาสนา พระมหากษัตริย์

https://news.thaipbs.or.th/content/297618",,,,
13/8,ชมรมกำนัน-ผู้ใหญ่บ้านนครพนม แสดงจุดยืนปกป้องสถาบันพระมหากษัตริย์,4,2,2,21-10-2563,บริเวณหน้าศาลากลางจังหวัดนครพนม,"เพื่อร่วมแสดงจุดยืน ปกป้องชาติ ศาสนา และสถาบันพระมหากษัตริย์ 

https://www.banmuang.co.th/news/region/209989",,,,
14.1,การชุมนุม Flashmob #22ตุลา,7,1,2,22-10-2563,สน.หัวหมาก กทม.,https://www.thairath.co.th/news/politic/1959584,,,,
14.2,การชุมนุม Flashmob #22ตุลา,7,1,2,22-10-2563,เมเจอร์ปากเกร็ด นนทบุรี,https://www.thairath.co.th/news/politic/1959584,,,,
14.3,การชุมนุม Flashmob #22ตุลา,7,1,2,22-10-2563,หน้าโรงเรียนแก่นนครวิทยาลัย ขอนแก่น,https://www.thairath.co.th/news/politic/1959584,,,,
14.4,การชุมนุม Flashmob #22ตุลา,7,1,2,22-10-2563,สนามหญ้า ลานพระบิดา สงขลา,https://www.thairath.co.th/news/politic/1959584,,,,
14.5,"การชุมนุม Flashmob #22ตุลา

#ม็อบ22ตุลา:รวมพลต้านเผด็จการ

โดยกลุ่มแนวร่วมนิสิตมมส. เพื่อประชาธิปไตย",7,1,2,22-10-2563,"ลานแปดเหลี่ยม มหาวิทยาลัยมหาสารคาม  
จ.มหาสารคาม",https://www.thairath.co.th/news/politic/1959584,"ข้อเรียกร้องต่อรัฐบาล 4 ข้อ ดังนี้

1. รัฐบาลต้องยุติการประกาศเพิ่มเติมและยกเลิกประกาศสถานการณ์ฉุกเฉิน ตามพระราชกำหนดการบริหารราชการในสถานการณ์ฉุกเฉินทุกฉบับ ทุกพื้นที่ และยุติการปิดกั้นเสรีภาพของประชาชน

2. ศาลต้องยุติการดำเนินคดีทางการเมือง พร้อมปล่อยประชาชนและแกนนำที่ถูกควบคุมตัวหรืออยู่ระหว่างการพิจารณาคดีตั้งแต่วันที่ 13 ตุลาคม ที่ผ่านมาทุกคน โดยไม่มีเงื่อนไข และมีจุดยืนเคียงข้างประชาชน ตามหลักสิทธิมนุษยชนเพื่อคืนความยุติธรรมดังที่ควรจะเป็นอย่างแท้จริง

3. ประยุทธ์ต้องรับผิดชอบต่อการกระทำต่อประชาชนที่ตนเป็นผู้กระทำและผลของการกระทำนั้น ตลอดระยะเวลาที่ผ่านมา นับแต่การรัฐประหารใน พ.ศ. 2557 จนถึงปัจจุบัน โดยลาออก พร้อมกันนั้น พรรคร่วมรัฐบาลต้องยุติการเป็นพรรคร่วมรัฐบาล

4. รัฐสภาต้องเปิดประชุมรัฐสภาสมัยวิสามัญ เพื่อเร่งดำเนินการแก้ไขรัฐธรรมนูญจนนำไปสู่การจัดตั้งสภาร่างรัฐธรรมนูญที่มาจากการเลือกโดยประชาชน และรับร่างรัฐธรรมนูญฉบับของประชาชนเพื่อประกาศโดยเร็วที่สุด",,,
14.6,การชุมนุม Flashmob #22ตุลา,7,1,2,22-10-2563,หน้าโรงเรียนนายร้อยตำรวจสามพราน นครปฐม,https://www.thairath.co.th/news/politic/1959584,,,,
14.7,#ม็อบ22ตุลา : #ทุ่งสงจะไม่ทน,7,1,2,22-10-2563,สนามบาสเกตบอล โรงยิมเทศบาลเมืองทุ่งสง จ.นครศรีธรรมราช,"เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล",,,,
14.8,#ม็อบ22ตุลา : ตู่บอกให้ถอยแต่เราไม่ถอย,7,1,2,22-10-2563,มหาวิทยาลัยสงขลานครินทร์ จ.สงขลา,,,,,
14.9,#ม็อบ22ตุลา : #พัทลุงไล่ลุงตู่,7,1,2,22-10-2563,สวนท่ามิหรำ จ.พัทลุง,,,,,
14.1,#ม็อบ22ตุลา : กฐินราษฎร์ ตลาดหลวง โดยกลุ่มอุดรพอกันที กลุ่มอุดรพิทย์ไม่ยอมเป็นทาส และ กลุ่ม RN ปฏิวัติ,7,1,2,22-10-2563, สี่แยกหอนาฬิกา จ.อุดรธานี -> อนุสาวรีย์กรมหลวงประจักษ์ศิลปาคม จ.อุดรธานี,"เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์",,,,
14.11,ม็อบ22ตุลา : นักเรียนสตูลชู 3 นิ้ววิจารณ์รัฐบาล,7,1,1,22-10-2563,"โรงเรียนพิมานพิทยาสรรค์ 
จ.สตูล",วิจารณ์การทำงานของรัฐบาล​ และปัญหาระบบการศึกษา,,,,
14/1,กิจกรรมรวมพลังพิทักษ์ราชัน (นำโดย นพ.เหรียญทอง),4,2,2,22-10-2563,บริเวณศูนย์ราชการฯ ถนนแจ้งวัฒนะ,https://news.thaipbs.or.th/content/297662,,,,
14/2,ส.ว.ร่วมใจสวมเสื้อเหลือง จัดกิจกรรมปกป้องสถาบันฯ,4,2,4,22-10-2563,สำนักงานเลขาธิการวุฒิสภา,https://news.thaipbs.or.th/content/297650,,,,
14/3,22 ตุลา รวมพลคนปัตตานี ปกป้องสถาบัน “ชาติ ศาสนา พระมหากษัตริย์”,4,2,2,22-10-2563,"ลานศิลปวัฒนธรรม ถนนสายบุรี ตำบลสะบารัง อำเภอเมืองปัตตานี 
จังหวัดปัตตานี","แสดงพลังปกป้องสถาบันพระมหากษัตริย์

https://thainews.prd.go.th/th/news/detail/TCATG201022183442704",,,,
14/4,ชมรมคนรักในหลวงตรัง รวมพลังปกป้องสถาบัน,4,2,2,22-10-2563,"สวนสาธารณะสวนรถไฟ ของเทศบาลเมืองกันตัง อ.กันตัง 
จ.ตรัง","รวมพลังปกป้องสถาบันหลักของชาติ 

https://siamrath.co.th/n/191656",,,,
14/5,ประชาชนปกป้องสถาบันสมุทรสาคร ประกาศเจตนารมณ์ปกป้องสถาบันสำคัญของชาติ,4,2,2,22-10-2563,บริเวณหน้าที่ว่าการอำเภอเมืองสมุทรสาคร,"เพื่อแสดงออกและประกาศเจตนารมณ์ในการปกป้องสถาบันพระมหากษัตริย์ไทย

https://www.talknewsonline.com/289825/",,,,
14/6,"""กลุ่มคนสุรินทร์จงรักภักดีรวมพลังปกป้องสถาบัน” แสดงพลังปกป้องสถาบันพระมหากษัตริย์",4,2,2,22-10-2563,บริเวณสวนสาธารณะเฉลิมพระเกียรติพระบาทสมเด็จพระเจ้าอยู่หัวเฉลิมพระชนมพรรษา 80 พรรษา (สวนใหม่),"แสดงออกถึงความจงรักภักดีและแสดงพลังปกป้องสถาบันพระมหากษัตริย์

https://www.dailynews.co.th/politics/802696",,,,
14/7,โคราชรวมตัวลานย่าโมแสดงพลังปกป้องสถาบัน,4,2,2,22-10-2563,"บริเวณลานอนุสาวรีย์ท้าวสุรนารี อ.เมือง 
จ.นครราชสีมา","แสดงความจงรักภักดีต่อสถาบันพระมหากษัตริย์

https://tna.mcot.net/tna-568233",,,,
15.1,การชุมนุม Flashmob #23ตุลา,7,1,2,23-10-2563,หน้าสน.หัวหมาก,,,,,
15.2,การชุมนุม Flashmob #23ตุลา,7,1,2,23-10-2563,หน้าเดอะมอลล์บางกะปิ,,,,,
15.3,การชุมนุม Flashmob #23ตุลา,7,1,2,23-10-2563,ที่ทำการประชาชน ข้างปั๊มน้ำมันปตท. ทุ่งฟ้าบด เชียงใหม่,,,,,
15.4,การชุมนุม Flashmob #23ตุลา,7,1,2,23-10-2563,ลานกิจกรรม หน้าวัดมหาวัน ลำพูน,,,,,
15.5,การชุมนุม Flashmob #23ตุลา,7,1,2,23-10-2563,"ข้างเทศบาล (ถนนเด็กเดิน) นครสวรรค์
ภาคอีสาน",,,,,
15.6,การชุมนุม Flashmob #23ตุลา,7,1,2,23-10-2563,สวนรัชดานุสรณ์ ขอนแก่น,,,,,
15.7,#ม็อบ23ตุลา : กิจกรรมนอนแคมป์ไม่นอนคุก โดยกลุ่มภาคีนิรนาม,7,1,2,23-10-2563,เรือนจําพิเศษกรุงเทพมหานคร,"เรียกร้องความยุติธรรมในระบบศาล,เรียกร้องให้มีการ ปล่อยตัวแกนนำและมวลชนที่ยังถูกคุมขังอยู่","- รัฐบาลต้องปล่อยตัวแกนนำและมวลชนที่ยังถูกคุมขังอยู่ จำนวน 8 คน ได้แก่ อานนท์ นำภา, พริษฐ์ ชิวารักษ์ หรือ เพนกวิน, ปนัสยา สิทธิจิรวัฒนกุล หรือ รุ้ง, ภาณุพงศ์ จาดนอก หรือ ไมค์ ,เอกชัย หงส์กังวาน, สมยศ พฤกษาเกษมสุข, หมอลำแบงค์-ปติวัฒน์ สาหร่ายแย้ม และ สุรนาถ แป้นประเสริฐ

- กดดันให้รัฐบาลทำตาม 3 ข้อเรียกร้องของคณะราษฎร แต่ให้ความสำคัญกับข้อแรกเป็นพิเศษคือ เรียกร้องให้ พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ลาออกจากตำแหน่ง ","1,2,3,4",,
15/1,ม็อบเสื้อเหลือง #23ตุลา,4,2,2,23-10-2563,"บริเวณศาลากลางจังหวัดพิจิตร (หลังเก่า) 
จังหวัดพิจิตร","https://thainews.prd.go.th/th/news/detail/TCATG201023201033208

https://www.thaipost.net/main/detail/81552",,,,
15/2,ม็อบเสื้อเหลือง #23ตุลา,4,2,2,23-10-2563,ริมฝั่งแม่น้ำโขง บริเวณลานพนมนาคา พญาศรีสัตตนาคราช ถนนสุนทรวิจิตร เขตเทศบาลเมืองนครพนม,"https://www.banmuang.co.th/news/region/210231
https://www.bangkokbiznews.com/news/detail/904148

เพื่อแสดงจุดยืนในการปกป้อง พิทักษ์และเทิดทูนสถาบัน และจะร่วมกันปกป้องสถาบันพระมหากษัตริย์ ",,,,
15/3,ม็อบเสื้อเหลือง #23ตุลา,4,2,2,23-10-2563,หน้าพระบรมราชานุสาวรีย์รัชกาลที่ 5 ศาลากลางจังหวัดพังงาหลังเก่า ,https://www.77kaoded.com/news/anothai-ngandee/2024126,,,,
15/4,ม็อบเสื้อเหลือง #23ตุลา,4,2,2,23-10-2563,อนุสาวรีย์พ่อขุนรามคำแหงมหาราช อุทยานประวัติศาสตร์ จ.สุโขทัย,"https://www.dailynews.co.th/regional/802817

https://www.thaipost.net/main/detail/81539",,,,
15/5,ม็อบเสื้อเหลือง #23ตุลา (กลุ่มมวลชนเสื้อเหลือง อาชีวะปกป้องสถาบัน 33 แห่ง),4,2,2,23-10-2563,ลานพระบรมรูปทรงม้า,https://ejan.co/news/5f92a09e54c31,,,,
15/6,กลุ่มคนไทเลย และกลุ่มธรรมศาสตร์พิทักพ์ธรรม รวมตัวปกป้องสถาบัน,4,2,2,23-10-2563,สนามกีฬากลางจังหวัดเลย ,"แสดงจุดยืนว่าจะรักษาไว้ซึ่งชาติ ศาสนา พระมหากษัตริย์ และปกครองในระบอบประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุข

https://thainews.prd.go.th/th/news/detail/TCATG201023181432142",,,,
15/7,"กำแพงเพชร ""รวมพลคนปกป้องสถาบัน""",4,2,2,23-10-2563,"หน้าพระบรมราชานุสาวรีย์รัชกาลที่ 5 หน้าที่ว่าการอำเภอเมือง
จ.กำแพงเพชร","รวมพลังปกป้องสถาบันพระมหากษัตริย์

https://northernnewsthailand.com/news/56605",,,,
15/8,ชาวสงขลากว่า2หมื่นคนปกป้องสถาบัน,4,2,2,23-10-2563,หน้าศาลากลางจังหวัดสงขลา,"เพื่อปกป้องสถาบันฯ และประณามการกระทำที่จาบจ้วง ยุยง ปลุกปั่นการก้าวล่วงสถาบันพระมหากษัตริย์ทุกกรณี และเรียกร้องให้รัฐบาลดำเนินการตามกฎหมายอย่างเคร่งครัดกับผู้ที่กระทำผิด ละเมิด ทั้งทางตรงและทางอ้อมอย่างเด็ดขาด

https://www.innnews.co.th/regional-news/news_803574/",,,,
15/9,"""ชาวเบตง"" กว่า 5,000 คน สวมเสื้อเหลือง แสดงพลังความจงรักภักดี ปกป้องชาติ ศาสนา และสถาบันพระมหากษัตริย์",4,2,2,23-10-2563,บริเวณสี่แยกศาลาประชาคม 80 พรรษา ,"เพื่อเป็นการออกมาปกป้องสถาบัน ไม่ต้องการให้ใคร หรือกลุ่มใด ล่วงเกิน หรือทำลายชาติ ศาสนา และสถาบันพระมหากษัตริย์ เพื่อเป็นการแสดงออกถึงความจงรักภักดี

https://www.onbnews.today/post/39600",,,,
15/10,เครือข่ายประชาชนปกป้องสถาบันพระมหากษัตริย์เชียงใหม่ ร่วมกับกลุ่มไทยภักดีเชียงใหม่ และภาคีคนเชียงใหม่รักในหลวง จัดกิจกรรมแสดงพลังความจงรักภักดีต่อสถาบันพระมหากษัตริย์,4,2,2,23-10-2563,ลานอนุสาวรีย์สามกษัตริย์,"ประกาศปกป้องสถาบันฯ  และยืนยันต้องการให้ไทยปกครองด้วยประชาธิปไตยอันมีพระมหากษัตริย์เป็นประมุข 

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
15/11,ชาวแม่ฮ่องสอน จิตอาสา กลุ่มชาติพันธ์ุ รวมพลังปกป้องสถาบัน ชาติ ศาสนา พระมหากษัตริย์,4,2,2,23-10-2563,"ลานหน้าที่ว่าการอำเภอแม่สะเรียง 
จังหวัดแม่ฮ่องสอน","รวมพลังปกป้องศูนย์รวมใจของคนไทยทั้งชาติ

https://www.komchadluek.net/news/local/446953",,,,
15/12,ชมรมกำนันผู้ใหญ่บ้าน อ.บ้านตาก พร้อมด้วย อสม. และประชาชน ประมาณ 500 คน ร่วมกันแสดงพลังปกป้อง และเทิดทูนสถาบันฯ,4,2,2,23-10-2563,"บริเวณพระบรมรูปพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว (ร.5) หน้าที่ว่าการอำเภอบ้านตาก
จ.ตาก","แสดงพลังปกป้อง และเทิดทูนสถาบันฯ

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
15/13,ข้าราชการพลเรือน กำนัน ผู้ใหญ่บ้าน บุคคลากรสังกัดองค์กรปกครองส่วนท้องถิ่น (อปท.) นักเรียน และประชาชน ประมาณ 500  คน ได้จัดกิจกรรมแสดงพลังปกป้อง และเทิดทูนสถาบันฯ,4,2,2,23-10-2563,"บ้านห้วยสลุง หมู่ 8 ต.พระธาตุ อ.แม่ระมาด
จ.ตาก","แสดงพลังปกป้อง และเทิดทูนสถาบันฯ

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
15/14,กำนันตำบลปางหมู อ.เมืองแม่ฮ่องสอน พร้อมด้วยชาวบ้านกว่า 150 คนจาก 13 หมู่บ้าน พร้อมใจสวมใส่เสื้อเหลือง ชูธงชาติ และพระบรมฉายาลักษณ์ของพระบาทสมเด็จพระเจ้าอยู่หัว,4,2,2,23-10-2563,บริเวณหอนาฬิกา เยื้องศาลากลางจังหวัดแม่ฮ่องสอน,"รวมตัวแสดงจุดยืนปกป้องสถาบันพระมหากษัตริย์

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
15/15,ชมรมกำนันผู้ใหญ่บ้าน และประชาชนในพื้นที่ ราว 200 คน ได้ร่วมกันแสดงพลังปกป้อง และเทิดทูนสถาบันฯ,4,2,2,23-10-2563,"บริเวณพระบรมราชานุสาวรีย์พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว รัชกาลที่ 5 ด้านหน้าที่ว่าการอำเภอแม่สอด
จ.ตาก","ร่วมกันแสดงพลังปกป้อง และเทิดทูนสถาบันฯ

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
15/16,"ประธานชมรมกำนันผู้ใหญ่บ้าน และกำนันตำบลโป่งแดง อ.เมือง จ.ตาก พร้อมด้วยกลุ่มกำนัน ผู้ใหญ่บ้าน อสม. และประชาชนทั่วไปในพื้นที่ อ.เมือง จ.ตาก ประมาณ 2,000 คน ได้ร่วมกันจัดกิจกรรมรวมพลังปกป้อง และเทิดทูนสถาบันฯ",4,2,2,23-10-2563,บริเวณศาลสมเด็จพระเจ้าตากสินมหาราช  ,"รวมพลังปกป้อง และเทิดทูนสถาบันฯ

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
15/17,กลุ่มคนเสื้อเหลือง ราว 50 คน นำโดยประธานสภาเกษตรกรจังหวัดพิษณุโลก จัดกิจกรรมเทิดทูนและปกป้องสถาบันฯ ,4,2,2,23-10-2563,"บริเวณหน้าที่ว่าการอำเภอเมือง
จ.พิษณุโลก","รวมพลังปกป้อง และเทิดทูนสถาบันฯ

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
15/18,มวลชนประมาณ 60 คน นำโดยนายอนุชา น้อยวงศ์ ส.ส.เขต 3 พรรคพลังประชารัฐ  และประธานที่ปรึกษาสภาพลเมือง จ.พิษณุโลก ได้จัดกิจกรรมจัดกิจกรรมเทิดทูนและปกป้องสถาบันฯ ,4,2,2,23-10-2563,"วงเวียนหอนาฬิกา 
จ.พิษณุโลก","รวมพลังปกป้อง และเทิดทูนสถาบันฯ

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
16.1,การชุมนุม Flashmob #24ตุลา,7,1,2,24-10-2563,แยกกิ่งแก้ว ลาดกระบัง,,,,,
16.2,การชุมนุม Flashmob #24ตุลา,7,1,2,24-10-2563,หน้าเดอะมอลล์บางกะปิ,,,,,
16.3,การชุมนุม Flashmob #24ตุลา,7,1,2,24-10-2563,บึงสีไฟ หน้ารูปปั้นจระเข้ “พญาชาละวัน” พิจิตร,,,,,
16.4,การชุมนุม Flashmob #24ตุลา,7,1,2,24-10-2563,บริเวณเขื่อนเรียงหิน หน้าเวทีเต้นแอโรบิก ชัยนาท,,,,,
16.5,การชุมนุม Flashmob #24ตุลา,7,1,2,24-10-2563,ใต้สะพานปรีดี อยุธยา,,,,,
16.6,การชุมนุม Flashmob #24ตุลา,7,1,2,24-10-2563,สี่แยกอ่าวอุดม ศรีราชา ชลบุรี,,,,,
16.7,การชุมนุม Flashmob #24ตุลา,7,1,2,24-10-2563,สวนศรีเมือง ระยอง,,,,,
16.8,การชุมนุม Flashmob #24ตุลา,7,1,2,24-10-2563,สวนสุขภาพเจ้าพ่อขุนศรี จ.บุรีรัมย์,,,,,
16.9,การชุมนุม Flashmob #24ตุลา,7,1,2,24-10-2563,STREET ART ข้างดับเพลิง ร้อยเอ็ด,,,,,
16.1,การชุมนุม Flashmob #24ตุลา,7,1,2,24-10-2563,ริมโขงบึงกาฬ,,,,,
16.11,การชุมนุม Flashmob #24ตุลา,7,1,2,24-10-2563,"WASHINGTON SQUARE PARK, NEW YORK, USA",,,,,
16.12,การชุมนุม Flashmob #24ตุลา,7,1,2,24-10-2563,"โคโลญจน์ เยอรมัน ณ Bahnhofsvorplatz, Koln",,,,,
16.13,#ม็อบ24ตุลา : แฟลชม็อบประชาธิปไตย,7,1,2,24-10-2563,สนามหน้าเมือง จ.นครศรีธรรมราช,"เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล",,,,
16.14,#ม็อบ24ตุลา : #อุดรธานีมีงานบุญบอกต่อด้วย โดยกลุ่มคณะราษฎรอุดรธานี,7,1,2,24-10-2563,ทุ่งศรีเมือง จ.อุดรธานี,เรียกร้องให้พลเอกประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ลาออกจากตำแหน่งและปล่อยนักกิจกรรมทางเมือง,,,,
16.15,#ม็อบ24ตุลา : #ชุมแพจะไม่ทน,7,1,2,24-10-2563,"สวนสุขภาพโสกน้ำใส 
จ.ขอนแก่น",เรียกร้องกดดันให้พลเอกประยุทธ์ จันทร์โอชาลาออกจากการเป็นนายกรัฐมนตรี,,,,
16.16,กิจกรรม บัณฑิตธรรมศาสตร์ของราษฎร โดยกลุ่มศิลปะปลดแอก - Freearts ร่วมกับกลุ่มบัณฑิตธรรมศาสตร์ของคณะราษฎร,7,1,2,24-10-2563,"หน้าตึกคณะพาณิชยศาสตร์และการบัญชี มหาวิทยาลัยธรรมศาสตร์ ท่าพระจันทร์ 
กรุงเทพมหานคร",เชิญชวนให้บัณฑิตมหาวิทยาลัยธรรมศาสตร์ร่วมกันแสดงสัญลักษณ์โดยการร่วมกันไม่เข้ารับปริญญาในวันรับจริง  ,,,,
16/1,ม็อบเสื้อเหลือง #24ตุลา,4,2,2,24-10-2563,"บริเวณสะพานนริศ ริมแม่น้ำตาปี เขตเทศบาลนครสุราษฎร์ธานี
","แสดงจุดยืนปกป้องสถาบันพระมหากษัตริย์

https://www.thairath.co.th/news/local/south/1960920",,,,
17.1,#ม็อบ25ตุลา : ราชประสงค์,7,1,2,25-10-2563,แยกราชประสงค์,"ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,เรียกร้องแก้ไขรัฐธรรมนูญ, ปฏิรูปสถาบันกษัตริย์",,,,
17.2,#ม็อบ25ตุลา : #ทวงคืนเสื้อเหลืองคืนราษฎร โดยกลุ่ม Trang against dictatorship และ กลุ่มคนตรังไม่เอาเผด็จการ,7,1,2,25-10-2563,"ตลาดเซ็นเตอร์พ้อย 
จ.ตรัง",เพื่อแสดงออกและทวงคืนเสื้อสีเหลือง เพื่อไม่ให้ใครกลุ่มใดกลุ่มหนึ่งผูกขาดความรัก ชาติโดยแอบอ้างสถาบันกษัตริย์​ผ่านเสื้อสีเหลืองอีกต่อไป,"พวกเรากลุ่มตรัง trang against dictatorship และกลุ่มคนตรังไม่เอาเผด็จการ จึงขอยื่นข้อเรียกร้องเพื่อหาทางออกให้กับประเทศดังนี้

1 พลเอก ประยุทธ์  จันทร์โอชา ต้องลาออกจากตำแหน่งนายกรัฐมนตรีและเปิดทางให้มีการแก้ไขรัฐธรรมนูญ โดยให้มีการเลือกตั้งสภาร่างรัฐธรรมนูญและประกาศยุบสภา

2 ต้องมีการร่างรัฐธรรมนูญใหม่ทั้งฉบับที่มาจากประชาชนอย่างแท้จริง
3 ปฏิรูปสถาบันกษัตริย์ให้อยู่ภายใต้รัฐธรรมนูญอย่างแท้จริง

4 ขอให้พรรคประชาธิปัตย์ถอนตัวออกจากพรรคร่วมรัฐบาลเนื่องจากการเลือกตั้งที่ผ่านมาพรรคประชาธิปัตย์ได้ประกาศหาเสียงไว้กับพี่น้องประชาชนทั่วประเทศว่า  จะไม่ร่วมรัฐบาลกับพรรคพลังประชารัฐและพลเอก ประยุทธ์  จันทร์โอชา และเรียกร้องให้นายชวน หลีกภัย กล่าวขอโทษที่ตระบัดสัตย์ต่อประชาชน

5 ยุติการดำเนินคดี จับกุมคุมขัง และหยุดคุกคามเสรีภาพประชาชนผู้เห็นต่างโดยทันที",,,
