event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,hashtag,tag
70,"การชุมนุม #19ตุลา

#ม็อบ19ตุลา : อุบลแสดงพลัง",15,1,2,19-10-2563,"สวนสาธารณะห้วยม่วง
จ.อุบลราชธานี","https://www.dailynews.co.th/politics/802039

แสดงพลังต่อต้านเผด็จการ",,,,
71,"การชุมนุม  #19ตุลา

""บึงกาฬสิบ่ทน"" โดยกลุ่มเยาวชนประชาธิปไตยบึงกาฬ และคณะราษฎรบึงกาฬ",15,1,2,19-10-2563,"บริเวณศาลาริมแม่น้ำโขง ถ.ข้าวเม่า ในเขตเทศบาลเมืองบึงกาฬ อ.เมืองบึงกาฬ 
จ.บึงกาฬ","แสดงพลังทวงคืนประชาธิปไตย เรียกร้องให้ พล.อ.ประยุทธ จันทร์โอชา นายกรัฐมนตรี ลาออก หรือยุบสภา เพื่อให้มีการเลือกตั้งใหม่

https://siamrath.co.th/n/190901","1. นายกรัฐมนตรีต้องลาออกจากตำแหน่ง 

2. ร่างรัฐธรรมนูญใหม่ที่มาจากประชาชน 

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,
72,การชุมนุม #20ตุลา,15,1,2,20-10-2563,"รถไฟฟ้าทุกสถานี 
กรุงเทพมหานคร",,,,,
73,การชุมนุม #20ตุลา,15,1,2,20-10-2563,"หน้าห้างเซ็นทรัลปิ่นเกล้า
กรุงเทพมหานคร",,,,,
74,"การชุมนุม #20ตุลา
#ม็อบ20ตุลา : บางแค",15,1,2,20-10-2563,"หน้าห้างเดอะมอลล์บางแค
กรุงเทพมหานคร","ขับไล่รัฐบาล หรือบุคคลในรัฐบาล
",,"1,2",,
75,#ม็อบ20ตุลา : เครือข่ายแรงงานเพื่อสิทธิประชาชน,15,1,2,20-10-2563,"ฟิวเจอร์พาร์ค รังสิต 
จ.ปทุมธานี",ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,,"1,2",,
76,เครือข่ายนักวิชาการเพื่อสิทธิพลเมืองเคลื่อนขบวนไปยื่นหนังสือที่ทำเนียบรัฐบาล,15,1,2,20-10-2563,"เดินเท้าไปยังทำเนียบรัฐบาล
กรุงเทพมหานคร",,"1. ประณามการใช้กำลังสลายการชุมนุมในวันที่ 16 ตุลาคม 2563
 
2. รัฐบาลยุติการบังคับการใช้กฎหมายเป็นเครื่องมือในการขจัดผู้เห็นต่าง ต้องยกเลิกการตั้งข้อหาและต้องปล่อยตัวผู้ชุมนุมทุกคนอย่างไม่เงื่อนไข เพราะชุมนุมได้ใช้สิทธิตามที่ได้รับการรับรองไว้ในรัฐธรรมนูญ

3. รัฐบาลต้องรับข้อเสนอทั้ง 3 ข้อ (1 นายกรัฐมนตรีลาออก 2แก้ไขรัฐธรรมนูญ 3ปฏิรูปสถาบันกษัตริย์ให้สอดคล้องกับประชาธิปไตย )  ของผู้ชุมนุมไป พิจารณาอย่างจริงจัง โดยจัดตั้งคณะกรรมการศึกษาและให้ข้อเสนอแนะที่มาจากตัวแทนฝ่ายต่างๆ  ผู้จัดตั้งเงื่อนไขว่าหากข้อเรียกร้องที่เสนอไปไม่ได้รับการตอบสนองจากรัฐบาลภายในระยะเวลา 7 วัน มาตรการถัดไปจะถูกยกระดับ เช่น การนัดกันหยุดสอนของอาจารย์มหาวิทยาลัย เป็นต้น ซึ่งมีปลัดสำนักนายกรัฐมนตรีเป็นตัวแทนนำยื่นนายกรัฐมนตรี","1,2,3,4",,
77,"การชุมนุม Flashmob #21ตุลา

#ม็อบ21ตุลา : เคลื่อนขบวนจากอนุสาวรีย์ชัยไปทำเนียบรัฐบาล",15,1,2,21-10-2563,"อนุสาวรีย์ชัยสมรภูมิ -> ทำเนียบรัฐบาล
กรุงเทพมหานคร","https://www.dailynews.co.th/politics/802462

เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ประยุทธ์ลาออก, เปิดสภาสมัยวิสามัญรับร่างรัฐธรรมนูญฉบับประชาชน, ปฏิรูปสถาบันกษัตริย์",,"1,2,3,4",,
78,การชุมนุม Flashmob #21ตุลา,15,1,2,21-10-2563,"มหาวิทยาลัยรามคำแหง
กรุงเทพมหานคร",https://www.dailynews.co.th/politics/802462,,,,
79,#ม็อบ21ตุลา : ยืนชมวิวสะพานเสรีประชาธิปไตย,15,1,2,21-10-2563,"สะพานเสรีประชาธิปไตย 2497 
จ.อุบลราชธานี",,,,,
80,พี่น้องชาวตราดออกมาแสดงพลังประชาธิปไตย,15,1,2,21-10-2563,"ศาลา 100 ปี ตราดรำลึก 
จ.ตราด","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล",,"1,2,3",,
81,"ม็อบเสื้อเหลือง #21ตุลา (ตัวแทนกลุ่มลูกพ่อขุนเทิดทูนสถาบันพระมหากษัตริย์, กลุ่มอาชีวะช่วยชาติ กลุ่มศิษย์เก่าราชภัฏ และกลุ่มภาคีเครือข่ายเพื่อปกป้องสถาบันพระมหากษัตริย์)","5 , 78",2,2,21-10-2563,"ลานพ่อขุนรามคำแหง มหาวิทยาลัยรามคำแหง
กรุงเทพมหานคร","https://www.prachachat.net/politics/news-541943

แสดงพลังปกป้องสถาบันพระมหากษัตริย์",,,,
82,ม็อบเสื้อเหลือง #21ตุลา,5,2,2,21-10-2563,"อ. สุไหงโก-ลก 
จังหวัดนราธิวาส","https://www.prachachat.net/politics/news-541943

แสดงพลังปกป้องสถาบันพระมหากษัตริย์",,,,
83,ม็อบเสื้อเหลือง #21ตุลา,5,2,2,21-10-2563,"อำเภอถลาง 
จังหวัดภูเก็ต","https://www.prachachat.net/politics/news-541943
https://mgronline.com/south/detail/9630000107454

การแสดงออกในเชิงสัญลักษณ์ในการร่วมกันปกป้องสถาบันพระมหากษัตริย์",,,,
84,ม็อบเสื้อเหลือง #21ตุลา,5,2,2,21-10-2563,"หน้าที่ว่าการอำเภอเมือง
จ.สมุทรปราการ",https://www.prachachat.net/politics/news-541943,,,,
85,ม็อบเสื้อเหลือง #21ตุลา,5,2,2,21-10-2563,"บริเวณสวนเฉลิมพระเกียรติฯ 
จังหวัดสุรินทร์","แสดงพลังปกป้องสถาบันพระมหากษัตริย์

https://www.facebook.com/prsurin2/posts/1309624626059274/",,,,
86,"""กลุ่มคนลำปางรักในหลวง"" ร่วมแสดงเชิงสัญลักษณ์ปกป้องสถาบันฯ",5,2,2,21-10-2563,"บริเวณสวนสาธารณะ ห้าแหกหอนาฬิกา ข่วงนคร เทศบาลนครลำปาง
จ.ลำปาง"," ร่วมแสดงเชิงสัญลักษณ์ปกป้องสถาบันฯ อ่านแถลงการณ์ และร่วมกันร้องเพลงสรรเสริญพระบารมี

https://news.thaipbs.or.th/content/297618",,,,
87,กำนัน ผู้ใหญ่บ้าน ร่วมกันแสดงเจตนารมณ์ปกป้องสถาบันชาติ,5,2,2,21-10-2563,"หน้าที่ว่าการอำเภอพระนครศรีอยุธยา
จ.พระนครศรีอยุธยา","ยื่นหนังสือให้กับนายบดินทร์ เกษมศานติ์ นายอำเภอพระนครศรีอยุธยา เพื่อแสดงจุดยืนปกป้องสถาบันชาติ ศาสนา พระมหากษัตริย์

https://news.thaipbs.or.th/content/297618",,,,
88,ชมรมกำนัน-ผู้ใหญ่บ้านนครพนม แสดงจุดยืนปกป้องสถาบันพระมหากษัตริย์,5,2,2,21-10-2563,"บริเวณหน้าศาลากลางจังหวัดนครพนม
จ.นครพนม","เพื่อร่วมแสดงจุดยืน ปกป้องชาติ ศาสนา และสถาบันพระมหากษัตริย์ 

https://www.banmuang.co.th/news/region/209989",,,,
89,การชุมนุม #22ตุลา,15,1,2,22-10-2563,"สน.หัวหมาก
กรุงเทพมหานคร",https://www.thairath.co.th/news/politic/1959584,,,,
90,การชุมนุม #22ตุลา,15,1,2,22-10-2563,"เมเจอร์ปากเกร็ด 
จ.นนทบุรี",https://www.thairath.co.th/news/politic/1959584,,,,
91,การชุมนุม #22ตุลา,15,1,2,22-10-2563,"หน้าโรงเรียนแก่นนครวิทยาลัย 
จ.ขอนแก่น",https://www.thairath.co.th/news/politic/1959584,,,,
92,การชุมนุม #22ตุลา,15,1,2,22-10-2563,"สนามหญ้า ลานพระบิดา 
จ.สงขลา",https://www.thairath.co.th/news/politic/1959584,,,,
93,"#ม็อบ22ตุลา:รวมพลต้านเผด็จการ

โดยกลุ่มแนวร่วมนิสิตมมส. เพื่อประชาธิปไตย",15,1,2,22-10-2563,"ลานแปดเหลี่ยม มหาวิทยาลัยมหาสารคาม  
จ.มหาสารคาม",https://www.thairath.co.th/news/politic/1959584,"ข้อเรียกร้องต่อรัฐบาล 4 ข้อ ดังนี้

1. รัฐบาลต้องยุติการประกาศเพิ่มเติมและยกเลิกประกาศสถานการณ์ฉุกเฉิน ตามพระราชกำหนดการบริหารราชการในสถานการณ์ฉุกเฉินทุกฉบับ ทุกพื้นที่ และยุติการปิดกั้นเสรีภาพของประชาชน

2. ศาลต้องยุติการดำเนินคดีทางการเมือง พร้อมปล่อยประชาชนและแกนนำที่ถูกควบคุมตัวหรืออยู่ระหว่างการพิจารณาคดีตั้งแต่วันที่ 13 ตุลาคม ที่ผ่านมาทุกคน โดยไม่มีเงื่อนไข และมีจุดยืนเคียงข้างประชาชน ตามหลักสิทธิมนุษยชนเพื่อคืนความยุติธรรมดังที่ควรจะเป็นอย่างแท้จริง

3. ประยุทธ์ต้องรับผิดชอบต่อการกระทำต่อประชาชนที่ตนเป็นผู้กระทำและผลของการกระทำนั้น ตลอดระยะเวลาที่ผ่านมา นับแต่การรัฐประหารใน พ.ศ. 2557 จนถึงปัจจุบัน โดยลาออก พร้อมกันนั้น พรรคร่วมรัฐบาลต้องยุติการเป็นพรรคร่วมรัฐบาล

4. รัฐสภาต้องเปิดประชุมรัฐสภาสมัยวิสามัญ เพื่อเร่งดำเนินการแก้ไขรัฐธรรมนูญจนนำไปสู่การจัดตั้งสภาร่างรัฐธรรมนูญที่มาจากการเลือกโดยประชาชน และรับร่างรัฐธรรมนูญฉบับของประชาชนเพื่อประกาศโดยเร็วที่สุด","1,2,3",,
94,การชุมนุม #22ตุลา,15,1,2,22-10-2563,"หน้าโรงเรียนนายร้อยตำรวจสามพราน 
จ.นครปฐม",https://www.thairath.co.th/news/politic/1959584,,,,
95,#ม็อบ22ตุลา : #ทุ่งสงจะไม่ทน,15,1,2,22-10-2563,"สนามบาสเกตบอล โรงยิมเทศบาลเมืองทุ่งสง 
จ.นครศรีธรรมราช","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล",,"1,2,3",,
96,#ม็อบ22ตุลา : ตู่บอกให้ถอยแต่เราไม่ถอย,15,1,2,22-10-2563,มหาวิทยาลัยสงขลานครินทร์ จ.สงขลา,,,,,
97,#ม็อบ22ตุลา : #พัทลุงไล่ลุงตู่,15,1,2,22-10-2563,"สวนท่ามิหรำ 
จ.พัทลุง",,,,,
98,#ม็อบ22ตุลา : กฐินราษฎร์ ตลาดหลวง โดยกลุ่มอุดรพอกันที กลุ่มอุดรพิทย์ไม่ยอมเป็นทาส และ กลุ่ม RN ปฏิวัติ,15,1,2,22-10-2563, สี่แยกหอนาฬิกา จ.อุดรธานี -> อนุสาวรีย์กรมหลวงประจักษ์ศิลปาคม จ.อุดรธานี,"เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์",,"1,2,3,4",,
99,ม็อบ22ตุลา : นักเรียนสตูลชู 3 นิ้ววิจารณ์รัฐบาล,15,1,1,22-10-2563,"โรงเรียนพิมานพิทยาสรรค์ 
จ.สตูล",วิจารณ์การทำงานของรัฐบาล​ และปัญหาระบบการศึกษา,,"1,2",,
100,กิจกรรมรวมพลังพิทักษ์ราชัน (นำโดย นพ.เหรียญทอง),5,2,2,22-10-2563,"บริเวณศูนย์ราชการฯ ถนนแจ้งวัฒนะ
กรุงเทพมหานคร",https://news.thaipbs.or.th/content/297662,,,,
101,ส.ว.ร่วมใจสวมเสื้อเหลือง จัดกิจกรรมปกป้องสถาบันฯ,5,2,4,22-10-2563,"สำนักงานเลขาธิการวุฒิสภา
กรุงเทพมหานคร",https://news.thaipbs.or.th/content/297650,,,,
102,22 ตุลา รวมพลคนปัตตานี ปกป้องสถาบัน “ชาติ ศาสนา พระมหากษัตริย์”,5,2,2,22-10-2563,"ลานศิลปวัฒนธรรม ถนนสายบุรี ตำบลสะบารัง อำเภอเมืองปัตตานี 
จังหวัดปัตตานี","แสดงพลังปกป้องสถาบันพระมหากษัตริย์

https://thainews.prd.go.th/th/news/detail/TCATG201022183442704",,,,
103,ชมรมคนรักในหลวงตรัง รวมพลังปกป้องสถาบัน,5,2,2,22-10-2563,"สวนสาธารณะสวนรถไฟ ของเทศบาลเมืองกันตัง อ.กันตัง 
จ.ตรัง","รวมพลังปกป้องสถาบันหลักของชาติ 

https://siamrath.co.th/n/191656",,,,
104,ประชาชนปกป้องสถาบันสมุทรสาคร ประกาศเจตนารมณ์ปกป้องสถาบันสำคัญของชาติ,5,2,2,22-10-2563,"บริเวณหน้าที่ว่าการอำเภอเมืองสมุทรสาคร
จ.สมุทรสาคร","เพื่อแสดงออกและประกาศเจตนารมณ์ในการปกป้องสถาบันพระมหากษัตริย์ไทย

https://www.talknewsonline.com/289825/",,,,
105,"""กลุ่มคนสุรินทร์จงรักภักดีรวมพลังปกป้องสถาบัน” แสดงพลังปกป้องสถาบันพระมหากษัตริย์",5,2,2,22-10-2563,"บริเวณสวนสาธารณะเฉลิมพระเกียรติพระบาทสมเด็จพระเจ้าอยู่หัวเฉลิมพระชนมพรรษา 80 พรรษา (สวนใหม่)
จ.สุรินทร์","แสดงออกถึงความจงรักภักดีและแสดงพลังปกป้องสถาบันพระมหากษัตริย์

https://www.dailynews.co.th/politics/802696",,,,
106,โคราชรวมตัวลานย่าโมแสดงพลังปกป้องสถาบัน,5,2,2,22-10-2563,"บริเวณลานอนุสาวรีย์ท้าวสุรนารี อ.เมือง 
จ.นครราชสีมา","แสดงความจงรักภักดีต่อสถาบันพระมหากษัตริย์

https://tna.mcot.net/tna-568233",,,,
107,"การชุมนุม #23ตุลา โดยกลุ่มนักศึกษา ""เครือข่ายรามคำแหงเพื่อประชาธิปไตย""",78,1,2,23-10-2563,"หน้าสน.หัวหมาก
กรุงเทพมหานคร","ทำกิจกรรมนั่งรับประทานอาหารหน้า สน.หัวหมาก และเข้าทวงถามความคืบหน้าคดีกลุ่มคนเสื้อเหลืองทำร้ายร่างกายผู้ชุมนุมเครือข่ายรามคำแหงเพื่อประชาธิปไตย ภายใน ม.รามคำแหง เมื่อวันที่ 21 ต.ค. 2563

https://www.thaipost.net/main/detail/81543",,1,,
108,การชุมนุม #23ตุลา,15,1,2,23-10-2563,"หน้าเดอะมอลล์บางกะปิ
กรุงเทพมหานคร",,,,,
109,การชุมนุม #23ตุลา,15,1,2,23-10-2563,"ที่ทำการประชาชน ข้างปั๊มน้ำมันปตท. ทุ่งฟ้าบด 
จ.เชียงใหม่",,,,,
110,การชุมนุม #23ตุลา,15,1,2,23-10-2563,"ลานกิจกรรม หน้าวัดมหาวัน 
จ.ลำพูน",,,,,
111,การชุมนุม #23ตุลา,15,1,2,23-10-2563,"ข้างเทศบาล (ถนนเด็กเดิน) นครสวรรค์
จ.นครสวรรค์",,,,,
112,การชุมนุม #23ตุลา,15,1,2,23-10-2563,"สวนรัชดานุสรณ์ 
จ.ขอนแก่น",,,,,
113,#ม็อบ23ตุลา : กิจกรรมนอนแคมป์ไม่นอนคุก โดยกลุ่มภาคีนิรนาม,15,1,2,23-10-2563,เรือนจําพิเศษกรุงเทพมหานคร,"เรียกร้องความยุติธรรมในระบบศาล,เรียกร้องให้มีการ ปล่อยตัวแกนนำและมวลชนที่ยังถูกคุมขังอยู่","- รัฐบาลต้องปล่อยตัวแกนนำและมวลชนที่ยังถูกคุมขังอยู่ จำนวน 8 คน ได้แก่ อานนท์ นำภา, พริษฐ์ ชิวารักษ์ หรือ เพนกวิน, ปนัสยา สิทธิจิรวัฒนกุล หรือ รุ้ง, ภาณุพงศ์ จาดนอก หรือ ไมค์ ,เอกชัย หงส์กังวาน, สมยศ พฤกษาเกษมสุข, หมอลำแบงค์-ปติวัฒน์ สาหร่ายแย้ม และ สุรนาถ แป้นประเสริฐ

- กดดันให้รัฐบาลทำตาม 3 ข้อเรียกร้องของคณะราษฎร แต่ให้ความสำคัญกับข้อแรกเป็นพิเศษคือ เรียกร้องให้ พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ลาออกจากตำแหน่ง ","1,2,3,4",,
114,ม็อบเสื้อเหลือง #23ตุลา,5,2,2,23-10-2563,"บริเวณศาลากลางจังหวัดพิจิตร (หลังเก่า) 
จังหวัดพิจิตร","https://thainews.prd.go.th/th/news/detail/TCATG201023201033208

https://www.thaipost.net/main/detail/81552",,,,
115,ม็อบเสื้อเหลือง #23ตุลา,5,2,2,23-10-2563,"ริมฝั่งแม่น้ำโขง บริเวณลานพนมนาคา พญาศรีสัตตนาคราช ถนนสุนทรวิจิตร เขตเทศบาลเมืองนครพนม
จ.นครพนม","https://www.banmuang.co.th/news/region/210231
https://www.bangkokbiznews.com/news/detail/904148

เพื่อแสดงจุดยืนในการปกป้อง พิทักษ์และเทิดทูนสถาบัน และจะร่วมกันปกป้องสถาบันพระมหากษัตริย์ ",,,,
116,ม็อบเสื้อเหลือง #23ตุลา,5,2,2,23-10-2563,"หน้าพระบรมราชานุสาวรีย์รัชกาลที่ 5 ศาลากลางจังหวัดพังงาหลังเก่า 
จ.พังงา",https://www.77kaoded.com/news/anothai-ngandee/2024126,,,,
117,ม็อบเสื้อเหลือง #23ตุลา,5,2,2,23-10-2563,"อนุสาวรีย์พ่อขุนรามคำแหงมหาราช อุทยานประวัติศาสตร์ 
จ.สุโขทัย","https://www.dailynews.co.th/regional/802817

https://www.thaipost.net/main/detail/81539",,,,
118,ม็อบเสื้อเหลือง #23ตุลา (โดยกลุ่มมวลชนเสื้อเหลือง อาชีวะปกป้องสถาบัน 33 แห่ง),5,2,2,23-10-2563,"ลานพระบรมรูปทรงม้า
กรุงเทพมหานคร",https://ejan.co/news/5f92a09e54c31,,,,
119,กลุ่มคนไทเลย และกลุ่มธรรมศาสตร์พิทักพ์ธรรม รวมตัวปกป้องสถาบัน,5,2,2,23-10-2563,"สนามกีฬากลางจังหวัดเลย
จ.เลย ","แสดงจุดยืนว่าจะรักษาไว้ซึ่งชาติ ศาสนา พระมหากษัตริย์ และปกครองในระบอบประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุข

https://thainews.prd.go.th/th/news/detail/TCATG201023181432142",,,,
120,"กำแพงเพชร ""รวมพลคนปกป้องสถาบัน""",5,2,2,23-10-2563,"หน้าพระบรมราชานุสาวรีย์รัชกาลที่ 5 หน้าที่ว่าการอำเภอเมือง
จ.กำแพงเพชร","รวมพลังปกป้องสถาบันพระมหากษัตริย์

https://northernnewsthailand.com/news/56605",,,,
121,ชาวสงขลากว่า2หมื่นคนปกป้องสถาบัน,5,2,2,23-10-2563,"หน้าศาลากลางจังหวัดสงขลา
จ.สงขลา","เพื่อปกป้องสถาบันฯ และประณามการกระทำที่จาบจ้วง ยุยง ปลุกปั่นการก้าวล่วงสถาบันพระมหากษัตริย์ทุกกรณี และเรียกร้องให้รัฐบาลดำเนินการตามกฎหมายอย่างเคร่งครัดกับผู้ที่กระทำผิด ละเมิด ทั้งทางตรงและทางอ้อมอย่างเด็ดขาด

https://www.innnews.co.th/regional-news/news_803574/",,,,
122,"""ชาวเบตง"" กว่า 5,000 คน สวมเสื้อเหลือง แสดงพลังความจงรักภักดี ปกป้องชาติ ศาสนา และสถาบันพระมหากษัตริย์",5,2,2,23-10-2563,"บริเวณสี่แยกศาลาประชาคม 80 พรรษา 
จ.ยะลา","เพื่อเป็นการออกมาปกป้องสถาบัน ไม่ต้องการให้ใคร หรือกลุ่มใด ล่วงเกิน หรือทำลายชาติ ศาสนา และสถาบันพระมหากษัตริย์ เพื่อเป็นการแสดงออกถึงความจงรักภักดี

https://www.onbnews.today/post/39600",,,,
123,เครือข่ายประชาชนปกป้องสถาบันพระมหากษัตริย์เชียงใหม่ ร่วมกับกลุ่มไทยภักดีเชียงใหม่ และภาคีคนเชียงใหม่รักในหลวง จัดกิจกรรมแสดงพลังความจงรักภักดีต่อสถาบันพระมหากษัตริย์,5,2,2,23-10-2563,"ลานอนุสาวรีย์สามกษัตริย์
จ.เชียงใหม่","ประกาศปกป้องสถาบันฯ  และยืนยันต้องการให้ไทยปกครองด้วยประชาธิปไตยอันมีพระมหากษัตริย์เป็นประมุข 

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
124,ชาวแม่ฮ่องสอน จิตอาสา กลุ่มชาติพันธ์ุ รวมพลังปกป้องสถาบัน ชาติ ศาสนา พระมหากษัตริย์,5,2,2,23-10-2563,"ลานหน้าที่ว่าการอำเภอแม่สะเรียง 
จังหวัดแม่ฮ่องสอน","รวมพลังปกป้องศูนย์รวมใจของคนไทยทั้งชาติ

https://www.komchadluek.net/news/local/446953",,,,
125,ชมรมกำนันผู้ใหญ่บ้าน อ.บ้านตาก พร้อมด้วย อสม. และประชาชน ประมาณ 500 คน ร่วมกันแสดงพลังปกป้อง และเทิดทูนสถาบันฯ,5,2,2,23-10-2563,"บริเวณพระบรมรูปพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว (ร.5) หน้าที่ว่าการอำเภอบ้านตาก
จ.ตาก","แสดงพลังปกป้อง และเทิดทูนสถาบันฯ

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
126,ข้าราชการพลเรือน กำนัน ผู้ใหญ่บ้าน บุคคลากรสังกัดองค์กรปกครองส่วนท้องถิ่น (อปท.) นักเรียน และประชาชน ประมาณ 500  คน ได้จัดกิจกรรมแสดงพลังปกป้อง และเทิดทูนสถาบันฯ,5,2,2,23-10-2563,"บ้านห้วยสลุง หมู่ 8 ต.พระธาตุ อ.แม่ระมาด
จ.ตาก","แสดงพลังปกป้อง และเทิดทูนสถาบันฯ

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
127,กำนันตำบลปางหมู อ.เมืองแม่ฮ่องสอน พร้อมด้วยชาวบ้านกว่า 150 คนจาก 13 หมู่บ้าน พร้อมใจสวมใส่เสื้อเหลือง ชูธงชาติ และพระบรมฉายาลักษณ์ของพระบาทสมเด็จพระเจ้าอยู่หัว,5,2,2,23-10-2563,"บริเวณหอนาฬิกา เยื้องศาลากลางจังหวัดแม่ฮ่องสอน
จ.แม่ฮ่องสอน","รวมตัวแสดงจุดยืนปกป้องสถาบันพระมหากษัตริย์

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
128,ชมรมกำนันผู้ใหญ่บ้าน และประชาชนในพื้นที่ ราว 200 คน ได้ร่วมกันแสดงพลังปกป้อง และเทิดทูนสถาบันฯ,5,2,2,23-10-2563,"บริเวณพระบรมราชานุสาวรีย์พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว รัชกาลที่ 5 ด้านหน้าที่ว่าการอำเภอแม่สอด
จ.ตาก","ร่วมกันแสดงพลังปกป้อง และเทิดทูนสถาบันฯ

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
129,"ประธานชมรมกำนันผู้ใหญ่บ้าน และกำนันตำบลโป่งแดง อ.เมือง จ.ตาก พร้อมด้วยกลุ่มกำนัน ผู้ใหญ่บ้าน อสม. และประชาชนทั่วไปในพื้นที่ อ.เมือง จ.ตาก ประมาณ 2,000 คน ได้ร่วมกันจัดกิจกรรมรวมพลังปกป้อง และเทิดทูนสถาบันฯ",5,2,2,23-10-2563,บริเวณศาลสมเด็จพระเจ้าตากสินมหาราช  ,"รวมพลังปกป้อง และเทิดทูนสถาบันฯ

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
130,กลุ่มคนเสื้อเหลือง ราว 50 คน นำโดยประธานสภาเกษตรกรจังหวัดพิษณุโลก จัดกิจกรรมเทิดทูนและปกป้องสถาบันฯ ,5,2,2,23-10-2563,"บริเวณหน้าที่ว่าการอำเภอเมือง
จ.พิษณุโลก","รวมพลังปกป้อง และเทิดทูนสถาบันฯ

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
131,มวลชนประมาณ 60 คน นำโดยนายอนุชา น้อยวงศ์ ส.ส.เขต 3 พรรคพลังประชารัฐ  และประธานที่ปรึกษาสภาพลเมือง จ.พิษณุโลก ได้จัดกิจกรรมจัดกิจกรรมเทิดทูนและปกป้องสถาบันฯ ,5,2,2,23-10-2563,"วงเวียนหอนาฬิกา 
จ.พิษณุโลก","รวมพลังปกป้อง และเทิดทูนสถาบันฯ

http://www.northpublicnews.com/%E0%B8%82%E0%B8%A3%E0%B8%81-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1/",,,,
